   7.1112617e+02   5.1149048e+03   1.8970777e+03
   5.4622627e+02   1.5595900e+03   1.6406446e+03
   5.3620383e+03   5.4033758e+03   4.7283925e+02
   5.4353196e+03   5.3601349e+03   1.4561269e+03
   4.4815706e+03   7.9456350e+02   1.2652838e+03
   5.1281189e+03   4.4363610e+03   2.8784773e+03
   3.6721479e+03   1.9998540e+02   2.5473879e+03
   5.2303622e+03   3.8009169e+03   2.2732204e+03
   4.1615418e+03   2.1964713e+03   1.9664337e+03
   9.5864545e+02   3.9538581e+03   9.5498539e+01
   1.5507687e+03   2.5855979e+02   2.9139534e+02
   4.6113638e+03   3.8910403e+03   9.5129844e+02
   5.3212435e+03   1.9289805e+02   1.3162331e+03
   2.1367274e+03   4.2868940e+03   2.3855997e+03
   1.0464866e+03   2.7426806e+03   1.3367586e+03
   3.6193529e+03   3.9724431e+03   2.2640600e+03
   1.5457404e+03   3.8063350e+03   1.9652940e+03
   9.1062572e+02   6.6638702e+02   1.4950922e+03
   5.3745662e+03   1.9061601e+03   1.7558033e+03
   1.2533469e+03   4.2070955e+03   7.6528535e+02
   2.8333595e+03   3.9148296e+03   2.6727098e+03
   5.3720320e+03   3.0644070e+03   4.1587333e+02
   8.3604643e+02   1.4420462e+03   2.5221518e+03
   1.4239802e+03   4.5599950e+03   7.3057491e+02
   5.2038763e+03   1.9599091e+03   5.8978575e+02
   1.4060696e+03   3.4498502e+03   1.4198665e+03
   1.9692932e+03   4.6526403e+03   1.7557923e+03
   3.0784522e+03   5.1362845e+03   8.5751706e+02
   4.2403213e+03   4.2208829e+03   1.1413375e+03
   3.1798012e+03   4.2478402e+02   1.6185036e+02
   2.9724663e+03   4.3633365e+03   2.8020321e+03
   7.2747477e+02   3.1854125e+03   1.4081719e+03
   6.6651589e+01   1.8878868e+03   4.8654692e+02
   4.4479934e+03   1.7428042e+03   1.5855994e+03
   9.2763289e+02   3.3710989e+03   7.8891385e+02
   3.6628430e+03   3.8596012e+03   2.2444548e+03
   2.5230330e+03   4.6939972e+02   6.8693091e+02
   5.1146892e+03   8.5331691e+02   2.4774509e+03
   3.0147176e+03   5.5783544e+03   2.3452659e+02
   2.4789983e+03   5.9725551e+02   2.8856942e+03
   2.5951655e+01   4.3394986e+03   2.4519097e+03
   4.8646904e+03   4.7284073e+02   1.1993479e+03
   1.4552743e+03   4.4803835e+03   1.2942415e+03
   5.0996265e+03   1.0183434e+03   7.9140875e+02
   8.1501829e+02   7.6198393e+02   2.6078766e+03
   3.2463457e+03   3.0792171e+03   4.3486439e+02
   4.7769743e+03   3.4835087e+03   1.0528571e+03
   2.8741974e+03   2.2501250e+03   2.2790008e+02
   1.3435305e+03   6.9058604e+02   5.5172336e+02
   1.3437341e+03   2.3366956e+03   1.4896329e+02
   5.0552102e+03   5.2908083e+03   1.4725923e+03
   2.7398148e+03   1.8912287e+03   2.7001615e+03
   2.0677820e+03   6.2273543e+02   2.3407562e+03
   2.1825375e+03   1.3534712e+03   1.2117364e+03
   5.4014534e+02   7.3905044e+02   2.8261518e+03
   5.3543534e+03   3.2211681e+03   1.7933863e+02
   1.3147675e+03   1.9776880e+03   2.4635821e+03
   8.6259251e+01   2.4093329e+02   5.0697009e+02
   3.6350467e+03   4.0976454e+03   1.9432379e+03
   2.5251728e+03   3.0632498e+03   8.8896242e+02
   4.1702797e+03   1.0581481e+03   2.0603263e+03
   1.0276625e+03   2.0635137e+03   1.8768557e+03
   4.3692736e+03   4.5430431e+02   2.7881579e+03
   4.3439910e+03   2.7260331e+03   1.3075758e+03
   2.5019890e+03   1.7155570e+03   1.5255260e+03
   2.8603208e+03   4.5787152e+03   2.3844943e+03
   3.6081815e+03   2.1202125e+03   2.4347414e+03
   2.9838233e+03   1.9640718e+03   2.8170047e+03
   4.9052797e+03   3.0808755e+03   1.8674253e+03
   3.2874503e+03   1.1633568e+03   9.0373899e+02
   2.6371708e+03   1.2907337e+03   2.5329264e+03
   1.0906800e+03   1.2651620e+03   5.1212414e+02
   1.2749201e+03   2.4399126e+03   9.3330686e+02
   5.1709260e+03   2.4091614e+03   5.5444896e+02
   5.0673334e+03   5.4865909e+03   1.3166099e+03
   6.2226765e+02   1.4451623e+03   1.2261595e+03
   3.3314180e+03   1.4683858e+03   1.8085293e+03
   3.9828084e+03   1.2417817e+03   3.5225295e+02
   1.6613849e+03   1.7851585e+03   1.2725003e+03
   2.8440064e+03   4.7888846e+02   7.8744670e+02
   4.4856819e+03   1.6363355e+02   2.7865624e+03
   4.0898528e+03   2.7362103e+03   1.7355752e+03
   1.3287880e+03   2.5695534e+03   2.8892656e+03
   3.0621120e+03   2.9183607e+03   6.9478316e+02
   2.7378274e+03   3.4947365e+03   2.0374066e+03
   2.2148852e+03   2.0576452e+03   2.9639460e+03
   2.1133765e+02   4.9569408e+03   2.7398605e+03
   4.4586297e+03   5.5278876e+02   7.8561355e+02
   1.8779983e+03   3.8064765e+03   4.0965941e+02
   4.0388740e+03   5.9786643e+02   1.9612720e+03
   2.7673740e+03   4.3626897e+03   2.1451112e+03
   5.0608351e+03   4.9891660e+03   1.0024892e+03
   3.9129767e+03   1.1077350e+03   9.1622839e+01
   4.1668159e+03   2.8001256e+03   1.4397664e+03
   5.0664445e+03   3.4152532e+03   1.8529992e+03
   4.8128769e+03   4.5107408e+03   1.7301645e+03
   1.0243658e+03   1.3436193e+03   2.6595358e+03
   1.6057525e+02   2.7434478e+03   5.0378144e+02
   5.4806116e+03   3.9910890e+03   1.5014149e+03
   2.6380949e+03   3.3386566e+02   2.0459157e+03
   2.3761437e+02   4.0009460e+02   1.5649495e+03
   5.4168814e+02   4.5816319e+03   2.4526413e+03
   4.0456617e+03   8.3924648e+02   1.9788158e+03
   2.9041317e+03   5.4486575e+03   1.9469745e+03
   4.4818512e+03   2.5412672e+03   1.2971745e+03
   4.6217573e+03   4.6743096e+02   3.9951302e+02
   9.7097623e+02   2.1892517e+03   2.4941392e+03
   4.4988406e+03   3.3863860e+02   1.1977733e+03
   2.9505047e+03   2.3340770e+03   1.9705797e+03
   3.5166508e+03   1.6351108e+03   1.2949535e+03
   8.6727904e+01   5.5107569e+03   5.0150523e+02
   5.9481153e+02   2.0854945e+03   5.9435521e+02
   2.7422508e+03   1.9011631e+03   2.8548914e+03
   5.1538594e+03   2.9499119e+02   2.2135743e+03
   1.5070688e+03   2.3678794e+03   1.6436127e+03
   5.2793271e+03   2.3393670e+03   2.9491574e+03
   1.6881477e+03   3.9261530e+03   1.9990166e+03
   3.0191082e+03   3.9093909e+03   1.9995837e+03
   9.9754174e+02   7.1688064e+02   2.9972412e+03
   9.5827797e+02   1.8256459e+02   1.6835994e+03
   4.9384524e+03   3.7473817e+03   5.7129980e+02
   2.0659327e+03   2.5800652e+03   2.9449139e+03
   8.7586773e+02   4.7909277e+03   1.9342936e+03
   2.1071244e+03   1.0691727e+03   1.2847590e+03
   2.6993235e+03   6.7542503e+02   1.7685225e+03
   1.2666510e+03   2.1538671e+03   1.7489591e+03
   1.4101143e+03   1.6264677e+03   1.8512727e+03
   1.4855731e+03   4.6165071e+03   2.9479902e+03
   4.0893932e+03   1.9257112e+03   1.7522080e+03
   6.0350649e+02   5.0753256e+03   2.6389612e+03
   4.5794591e+03   1.4600768e+03   1.7830688e+03
   1.2607052e+02   2.3814522e+03   9.3815666e+02
   9.0431457e+02   1.0010906e+03   1.2686571e+03
   5.2768430e+02   3.3517325e+03   1.4127728e+03
   3.8973162e+03   3.9193720e+03   1.9155923e+03
   1.8818148e+02   3.8531416e+02   9.5879921e+02
   2.9728400e+03   3.6648960e+03   1.2228576e+03
   4.5918948e+03   4.0228101e+03   2.9059480e+03
   2.9754699e+03   1.8208158e+03   3.1688761e+02
   3.4213685e+03   4.3612926e+03   1.2703588e+03
   5.0861040e+02   1.4922403e+03   4.6097015e+02
   1.5736297e+03   2.4644768e+03   1.5814282e+03
   2.5615764e+03   4.9020810e+03   1.5541563e+03
   5.2842867e+03   3.5711709e+03   2.8730818e+03
   1.3479594e+03   3.7862849e+03   8.6719372e+02
   3.7621257e+03   3.8927868e+03   2.0397831e+02
   1.4268249e+03   1.2546242e+03   2.0034982e+03
   4.7285961e+03   1.9289895e+03   2.3415590e+03
   3.7818596e+03   3.7605760e+01   1.8065115e+03
   2.1659187e+03   5.1295510e+03   3.4531714e+00
   2.5897153e+03   2.3763546e+03   1.3827491e+03
   4.3128945e+03   1.8058421e+03   2.3542179e+03
   2.6396001e+03   2.0027131e+02   5.2762325e+02
   4.0418450e+03   2.6515216e+03   4.5816360e+02
   1.9102978e+03   3.4013796e+03   5.7523577e+02
   4.1351903e+03   1.3599578e+03   2.7522730e+03
   1.5067449e+03   4.2868001e+03   5.6598593e+02
   1.6099898e+03   5.1023540e+02   1.7286281e+03
   3.8268342e+03   3.0609214e+03   1.2771865e+03
   3.6088796e+03   3.6266587e+03   2.0370503e+03
   3.5604056e+03   5.2929750e+03   6.2680477e+02
   3.9719775e+03   1.3228912e+03   3.5818874e+02
   3.4009021e+03   2.5207711e+03   1.3761765e+03
   3.7068906e+03   4.3135989e+03   1.0506540e+03
   3.7072538e+03   2.3304881e+03   2.5257875e+03
   4.6643342e+03   1.4360696e+03   1.8403822e+03
   3.2605953e+03   3.0281403e+03   2.6098231e+03
   1.4827625e+03   1.7812148e+03   3.5764362e+02
   5.2630450e+03   3.6150905e+03   1.4383897e+03
   3.5801750e+03   3.0504102e+03   1.9419344e+03
   3.0457612e+03   4.0378611e+03   1.5674859e+03
   5.5647459e+03   1.2245891e+03   3.1739482e+02
   6.1430580e+02   3.5611168e+02   1.2137400e+03
   2.5108883e+03   2.0485706e+03   2.2905139e+03
   3.5162197e+03   4.3230902e+03   2.7985607e+03
   5.4473488e+03   1.0753588e+03   4.1662261e+02
   3.8990915e+03   5.2539215e+02   1.5762132e+03
   2.9699276e+03   4.8223829e+03   1.4545600e+03
   2.2033556e+03   3.7600144e+03   2.2237738e+03
   2.9122938e+03   1.9471910e+03   4.4999176e+02
   3.2821156e+03   1.4680138e+03   1.3336228e+02
   4.2276263e+03   1.3595980e+03   1.3272069e+03
   3.8516581e+03   2.0116780e+03   2.2090202e+03
   2.2103619e+03   3.8271289e+03   2.1121423e+03
   2.4769103e+03   1.0963469e+02   9.9257364e+02
   2.3761332e+03   1.5135144e+03   5.9116139e+02
   4.6016386e+03   2.4075599e+03   2.6633129e+03
   2.1906248e+03   4.3070406e+03   1.1903746e+03
   4.5276789e+03   4.2284318e+03   1.1321866e+03
   1.2097059e+03   4.4262804e+03   2.8479117e+03
   1.8343664e+03   3.7590805e+03   1.3159349e+03
   4.6676033e+03   4.3055838e+03   5.0176064e+02
   4.8270907e+03   5.5432841e+03   1.5432704e+03
   4.9519737e+03   3.2929459e+03   4.6425705e+02
   1.1192318e+03   2.2789471e+03   2.2461172e+03
   4.6232694e+03   4.4237930e+03   9.5557274e+02
   2.9907591e+03   5.0372380e+02   3.3511723e+02
   7.6323827e+02   3.8004529e+03   1.4855311e+03
